spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
box+gbm+iso,0.0,0,mostBooks,5,321.1,41096,3
compact+gbm+iso,0.02,60,maxEv,5,319.4,7446,3
offset,0.0,0,maxEv,5,318.8,40741,1
box+gbm,0.02,55,mostBooks,5,317.9,12813,2
gbm+offset,0.01,55,mostBooks,5,317.8,14591,2
box+offset+iso,0.01,0,mostBooks,5,316.1,35844,3
gbm+offset,0.01,60,maxEv,5,315.1,10287,2
compact+gbm+offset,0.0,55,maxEv,5,312.2,15678,3
price+iso,0.04,0,maxEv,5,311.9,15481,2
compact,0.04,55,maxEv,5,307.9,5431,1
compact+box+gbm,0.04,60,maxEv,5,306.9,4906,3
price+compact+offset,0.02,55,maxEv,5,306.4,7499,3
gbm,0.04,55,mostBooks,5,302.1,12596,1
gbm+offset,0.02,60,mostBooks,5,301.6,8742,2
compact+gbm+offset,0.04,60,maxEv,5,301.6,4847,3
compact+gbm+iso,0.02,60,mostBooks,5,296.3,7446,3
box+gbm,0.0,55,maxEv,5,295.8,17040,2
price+gbm+offset,0.04,55,maxEv,5,293.6,6403,3
compact+gbm,0.02,60,maxEv,5,293.0,8124,2
compact+box+gbm,0.0,60,maxEv,5,291.9,11176,3
gbm,0.01,55,maxEv,5,290.2,17181,1
price+gbm+iso,0.04,55,maxEv,5,289.2,6786,3
gbm,0.02,55,maxEv,5,288.0,15499,1
compact,0.02,55,mostBooks,5,285.8,9806,1
gbm+iso,0.0,55,mostBooks,5,284.7,16932,2
price+compact+box,0.02,55,maxEv,5,284.0,7637,3
box+iso,0.01,0,maxEv,5,283.8,36322,2
box+offset,0.0,0,maxEv,5,283.4,40734,2
compact+gbm+iso,0.04,60,maxEv,5,283.4,4620,3
price+gbm+iso,0.04,55,mostBooks,5,283.1,6786,3
price+compact+gbm,0.02,55,maxEv,5,283.0,8827,3
gbm+iso,0.02,55,mostBooks,5,280.4,13281,2
compact,0.01,55,maxEv,5,278.5,12554,1
compact+gbm,0.04,60,maxEv,5,278.5,5495,2
price+gbm+offset,0.04,55,mostBooks,5,278.1,6400,3
price+compact+iso,0.02,55,maxEv,5,277.4,7962,3
price+compact+gbm,0.0,0,mostBooks,5,277.3,39409,3
compact+gbm,0.02,60,mostBooks,5,276.9,8123,2
compact,0.0,0,mostBooks,5,275.7,37382,1
compact,0.04,55,mostBooks,5,275.4,5429,1
